Type,Source,Question,Reponse
QnA,"Sports, loisirs et culture",L'hébergement en pourvoirie est-il permis pour une cellule familiale?,N/A
QnA,Entreprises et main d'oeuvre,Où je peux trouver la fiche à consulter pour les livreurs à domicile?,N/A
QnA,Transports et déplacements,est-ce que la SAAQ est ouverte?,N/A
QnA,Services de santé,À qui puis-je donner les effets de ma mère qui vit en CHSLD pour qu'elle les reçoivent?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Les fumeurs sont-ils plus à risque de complications du COVID?,N/A
QnA,Famille et habitation,Est-ce qu'un ami peut m'aider à déménager?,N/A
QnA,"Consignes d’isolement, symptômes et traitements","C'est quoi ça, N95 pour un masque?",N/A
QnA,"Sports, loisirs et culture",C'est quoi que je dois faire pour éviter le COVID-19 dans mon AirBnb,N/A
QnA,"Commerces, lieux publics et services prioritaires",Quand est-ce que le mail va ouvrir?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Les fumeurs sont-ils plus à risque de complications du COVID?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Quelle est l'alternative aux gants pour les manipulateurs d'aliments?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Quelle est la position légale du gouvernement canadien sur les voyageurs de retour?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce correct de porter un masque plusieurs jours de suite?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Quand les salons de coiffure ouvriront-ils ?,N/A
QnA,"Sports, loisirs et culture",Quand est-ce que je vais pouvoir faire du 4 roues?,N/A
QnA,Famille et habitation,Est-ce que je peux engager pour certains travaux à l'intérieur de mon domicile?,N/A
QnA,Transports et déplacements,"Je réside au Nouveau-Brunswick, si je me rends au Québec, dois-je me confiner 14 jours à mon arrivée au Québec?",N/A
QnA,"Sports, loisirs et culture",À quand l'ouverture des marinas?,N/A
QnA,"Commerces, lieux publics et services prioritaires",J'ai besoin de produits pour exploitations agricoles.,N/A
QnA,Entreprises et main d'oeuvre,Je suis propriétaire d’un supermarché ou d’une épicerie qui peut accueillir plus de 250 personnes par jour. Que dois-je faire?,N/A
QnA,"Commerces, lieux publics et services prioritaires",les bureaux peuvent-ils réouvrir même si je peux travailler à distance,N/A
QnA,Famille et habitation,Quelle mesure de sécurité je dois prendre si je dois aller visiter un appartement à louer?,N/A
QnA,Famille et habitation,Est-ce qu'un électricien peut venir à mon domicile pour travailler?,N/A
QnA,Services de santé,La visite dans les hôpitaux est-elle permise pour les proches aidants?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Toilettage à domicile,N/A
QnA,Transports et déplacements,Est-ce que j'ai droit à un dédommagement en cas d'annulation de la croisière que j'avais prévu ?,N/A
QnA,"Commerces, lieux publics et services prioritaires","Les commandes pour emporter, les livraisons et les services à l’auto sont-ils permis?",N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est ce que je dois signaler directement un rassemblement?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Quelles sont les phases du plan de déconfinement?,N/A
QnA,"Sports, loisirs et culture",remboursement chalet,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce que le nez congestionné est un symptôme?,N/A
QnA,Services de santé,"Si je tousse, est-ce que je peux aller porter des repas fait maison à ma voisine qui est âgée?",N/A
QnA,Entreprises et main d'oeuvre,"Je manipule des aliments, quelles précautions dois-je prendre?",N/A
QnA,"Consignes d’isolement, symptômes et traitements","Je fais du diabète, suis-je à risque?",N/A
QnA,"Commerces, lieux publics et services prioritaires",Réouverture des soins esthétiques,N/A
QnA,Soutien aux personnes,Est-ce que mon conjoint peut être présent  quand je vais accoucher ?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Est-ce que les centres commerciaux vont rester fermés?,N/A
QnA,Famille et habitation,puis-je faire appel à ma famille pour transporter mes meubles,N/A
QnA,Famille et habitation,Pourquoi le gouvernement m'a obligé à fermer mon établissement d'hébergement touristique ?,N/A
QnA,"Consignes d’isolement, symptômes et traitements","J'ai été en contact avec une personne infectée, est-ce que je dois me faire dépister?",N/A
QnA,Transports et déplacements,Est-il permis de se rendre en Ontario?,N/A
QnA,"Sports, loisirs et culture",J'ai réservé un chalet pour ma famille cet été. Qu'est-ce que je fais avec ça ?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",je peux tu organiser un souper d'amis,N/A
QnA,À propos de la COVID-19,C'est tu bien gérer cette crise là?,N/A
QnA,Soutien aux personnes,Est-ce que mon conjoint peut assister à la naissance de notre enfant?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",La bouffe peut-elle être infectée au corona?,N/A
QnA,"Sports, loisirs et culture",Louer en entier une unité familiale à deux soeurs qui n'ont pas la même adresse,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Pourquoi je dois rester en isolement ?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Porter un masque.,N/A
QnA,Programmes d'aide et revenus,Qu'est-ce que je dois faire quand je vais avoir reçu le courriel de confirmation pour ma demande d'aide PATT COVID-19?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Est-ce que je peux aller voir mon masso?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce qu'on faire un party avec la famille pendant l'épidémie?,N/A
QnA,"Commerces, lieux publics et services prioritaires",églises,N/A
QnA,Transports et déplacements,"Je planifiais faire un voyage prochainement, devrais-je l'annuler ?",N/A
QnA,Entreprises et main d'oeuvre,Quelles sont les gestes à poser pour se protéger en milieu de travail?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce que je dois faire le 9-1-1 pour dénoncer une personne ?,N/A
QnA,Transports et déplacements,"Si je suis obligé d'annuler mon voyage, est-ce qu'un dédommagement est prévu ?",N/A
QnA,"Sports, loisirs et culture",Est-ce que la baignade en piscine est permise?,N/A
QnA,Transports et déplacements,J'ai entendu parler d'un programme d'un remboursement pour les voyages annulés?,N/A
QnA,"Sports, loisirs et culture",L'hébergement en pourvoirie est-il permis pour une cellule familiale?,N/A
QnA,Transports et déplacements,est-ce que je peux apporter ma mère à un rendez-vous?,N/A
QnA,"Sports, loisirs et culture",marina,N/A
QnA,"Consignes d’isolement, symptômes et traitements","Il est important de se laver les mains fréquemment, dès le retour à la maison et après avoir rangé les articles et les aliments",N/A
QnA,"Consignes d’isolement, symptômes et traitements",Comment faire pour avoir rendez-vous pour un test?,N/A
QnA,Entreprises et main d'oeuvre,Quelles précautions dois-je prendre en tant que manipulateur d'aliments?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Personnes vulnérables au corona.,N/A
QnA,À propos de la COVID-19,C'est tu bien gérer cette crise là?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Coiffeuse dans les résidences pour ainées?,N/A
QnA,"Commerces, lieux publics et services prioritaires",marchés publics,N/A
QnA,"Commerces, lieux publics et services prioritaires",Il faut garder une distance de combien de mètre avec la personne devant nous dans une file ?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Quelle est la procédure si un employé a des symptômes?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Toilettage mobile,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Faire le nettoyage des aliments,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Suis-je à risque de complication des suites du COVID même si je suis un jeune adulte?,N/A
QnA,À propos de la COVID-19,Je veux le détail du nombre de cas confirmés par région au Québec de corona.,N/A
QnA,"Commerces, lieux publics et services prioritaires",carwash,N/A
QnA,Entreprises et main d'oeuvre,Liste de recommendations pour établissements commercials,N/A
QnA,"Sports, loisirs et culture",Faut-il annuler la réservation du chalet que j'ai faite pour juillet ?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce que les symptômes du coronavirus s'apparentent à ceux de la grippe ?,N/A
QnA,"Sports, loisirs et culture",Est-ce que je peux me baigner dans la piscine de ma cousine?,N/A
QnA,Services de santé,C'est tu possible que j'aille voir quelqu'un qui va mourir à l'hôpital ?,N/A
QnA,Transports et déplacements,Je n'ai pas pu partir en voyage aux USA et je veux être remboursé?,N/A
QnA,"Consignes d’isolement, symptômes et traitements","Comme je suis jeune et en bonne ssanté, pensez-vous qu'attraper la covid pour être ensuite immunisé serait une bonne idée?",N/A
QnA,Offrir son aide,contribution individuelle,N/A
QnA,"Sports, loisirs et culture",Est-ce que les campings sont considérés comme un service indispendable ?,N/A
QnA,Transports et déplacements,Services prioritaires de transport et logistique,N/A
QnA,"Sports, loisirs et culture",jeu d'eau,N/A
QnA,À propos de la COVID-19,Quand est-ce que je peux me faire vacciner?,N/A
QnA,"Commerces, lieux publics et services prioritaires","Les commandes pour emporter, les livraisons et les services à l’auto sont-ils permis?",N/A
QnA,"Consignes d’isolement, symptômes et traitements",Comment protéger mon entourage à l'intérieur si je suis testé positif au COVID ?,N/A
QnA,Entreprises et main d'oeuvre,"Je suis dans le secteur bioalimentaire, comment puis-je vendre mes produits?",N/A
QnA,"Consignes d’isolement, symptômes et traitements",Dois-je porter un masque pour me protéger du virus?,N/A
QnA,"Commerces, lieux publics et services prioritaires",peut-on expulser quelqu'un qui présente des symptomes d'un commerce?,N/A
QnA,Offrir son aide,Peut-on offrir son aide en donnant du sang?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",La bouffe importée des pays très contaminés au virus est-elle dangereuse ?,N/A
QnA,Services de santé,Est-ce que j'ai le droit d'aller voir mon père en phase terminale ?,N/A
QnA,Famille et habitation,Est-ce que je peux aller chercher mon enfant en garde partagée qui est dans une région à accès limité?,N/A
QnA,Famille et habitation,Est-ce que je peux déménager?,N/A
QnA,Écoles et éducation,"Ma fille ne peut pas faire sa reprise d'examen d'histoire de 4e secondaire, va-t-elle avoir ses crédits automatiquement?",N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce qu'il est possible de marcher à l'extérieur ?,N/A
QnA,"Commerces, lieux publics et services prioritaires",C'est tu possible d'aller faire mes commissions dans le centre d'achat?,N/A
QnA,Famille et habitation,Puis-je me marier le 8 août?,N/A
QnA,Famille et habitation,Pourquoi les établissements touristiques doivent fermés?,N/A
QnA,"Sports, loisirs et culture",est-ce que je peux faire une randonnée de vélo?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce je dois composer le 911 pour dénoncer un regroupement de personnes ?,N/A
QnA,Services de santé,"Ma mère se meure à l'hopital, je peux aller la voir ?",N/A
QnA,Services de garde,Est-ce que ma cousine peut venir garder mon bébé pendant mes courses?,N/A
QnA,À propos de la COVID-19,Quel est le médicament pour aider la guérison de la COVID-19 ?,N/A
QnA,Transports et déplacements,Quels sont les produits à utiliser pour nettoyer mes mains avant de prendre un taxi ?,N/A
QnA,"Sports, loisirs et culture","En ce qui concerne la fermeture des lieux publics où se tiennent des activités de loisirs et de sports, qu’en est-il?",N/A
QnA,"Commerces, lieux publics et services prioritaires",C'est quoi les entreprises qui vont pouvoir recommencer les activités?,N/A
QnA,Entreprises et main d'oeuvre,Conseils pour bien adapté l'environnement de travail dans un contexte de covid-19,N/A
QnA,"Sports, loisirs et culture",rbnb,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Contrainte légal pour les voyageurs de retour des USA par le Canada.,N/A
QnA,"Commerces, lieux publics et services prioritaires",Un groupe de personnes qui va au restaurant peut-il être de 3 familles qui n'habitent pas le même endroit?,N/A
QnA,"Sports, loisirs et culture",J'ai passé l'hiver dans un chalet loué je peux tu le louer pour tout le printemps ?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Faut-il porter une attention parciiculière à quelqu'un ayant une déficience physique?,N/A
QnA,Programmes d'aide et revenues,Comment puis-je faire une demande d'aide financère du programme d'aide temporaire aux travailleurs COVID-19?,N/A
QnA,"Sports, loisirs et culture",Ouverture des zec,N/A
QnA,Services de santé,Mon père va mourir il est à l'hôpital dans une région à accès restreint. C'est tu possible d'aller le voir ?,N/A
QnA,"Consignes d’isolement, symptômes et traitements",Priorité pour le dépistage du COVID-19.,N/A
QnA,"Sports, loisirs et culture",La pratique du vélo de montagne est-elle toujours autorisée dans les centres de plein air?,N/A
QnA,Municipalités,Une municipalité veut une nouvelle liste électorale aux fins de communiquer avec ses citoyens pendant l’état d’urgence sanitaire.,N/A
QnA,"Sports, loisirs et culture",Quelles sont les règles sur l'accès aux parcs nationaux?,N/A
QnA,"Sports, loisirs et culture",La location de chalets touristiques est-elle permise?,N/A
QnA,"Commerces, lieux publics et services prioritaires",Services d’esthétique,N/A
QnA,"Consignes d’isolement, symptômes et traitements","Pour être protéger à l'avenir, serait-ce une bonne idée d'aller attraper la covid?",N/A
